listing_id,url,slug,breed,current_status,title,h1,description_length,description_unique,canonical,robots_indexability,sitemap_inclusion,incoming_internal_links,breed_page_relationship,puppies_hub_relationship,enquiry_cta,images,alt_text,schema,duplicate_risk,soft_404_risk,classification
lulu-female-1,https://www.pottyregisteredpuppies.com/puppies/lulu-female-1,lulu-female-1,Maltipoo,Available,"Lulu — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Lulu,271,YES,https://www.pottyregisteredpuppies.com/puppies/lulu-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
jennie-female-4,https://www.pottyregisteredpuppies.com/puppies/jennie-female-4,jennie-female-4,Poodle,Available,"Jennie — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Jennie,264,YES,https://www.pottyregisteredpuppies.com/puppies/jennie-female-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
enzo-male,https://www.pottyregisteredpuppies.com/puppies/enzo-male,enzo-male,Coton De Tulear,Available,"Enzo — Coton De Tulear Puppy | Male, 12 weeks | Potty Registered Puppies",Enzo,263,YES,https://www.pottyregisteredpuppies.com/puppies/enzo-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
teddy-male-4,https://www.pottyregisteredpuppies.com/puppies/teddy-male-4,teddy-male-4,Coton De Tulear,Available,"Teddy — Coton De Tulear Puppy | Male, 12 weeks | Potty Registered Puppies",Teddy,265,YES,https://www.pottyregisteredpuppies.com/puppies/teddy-male-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
colette-female,https://www.pottyregisteredpuppies.com/puppies/colette-female,colette-female,Coton De Tulear,Available,"Colette — Coton De Tulear Puppy | Female, 12 weeks | Potty Registered Puppies",Colette,271,YES,https://www.pottyregisteredpuppies.com/puppies/colette-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
toby-male-9,https://www.pottyregisteredpuppies.com/puppies/toby-male-9,toby-male-9,Poodle,Available,"Toby — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Toby,260,YES,https://www.pottyregisteredpuppies.com/puppies/toby-male-9,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
hugo-male-4,https://www.pottyregisteredpuppies.com/puppies/hugo-male-4,hugo-male-4,Frenchie,Available,"Hugo — Frenchie Puppy | Male, 12 weeks | Potty Registered Puppies",Hugo,260,YES,https://www.pottyregisteredpuppies.com/puppies/hugo-male-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
jennie-female-3,https://www.pottyregisteredpuppies.com/puppies/jennie-female-3,jennie-female-3,Poodle,Available,"Jennie — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Jennie,264,YES,https://www.pottyregisteredpuppies.com/puppies/jennie-female-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
lyra-female-8,https://www.pottyregisteredpuppies.com/puppies/lyra-female-8,lyra-female-8,Maltipoo,Available,"Lyra — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Lyra,265,YES,https://www.pottyregisteredpuppies.com/puppies/lyra-female-8,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
melina-female-4,https://www.pottyregisteredpuppies.com/puppies/melina-female-4,melina-female-4,Poodle,Available,"Melina — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Melina,265,YES,https://www.pottyregisteredpuppies.com/puppies/melina-female-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
mochi-female-8,https://www.pottyregisteredpuppies.com/puppies/mochi-female-8,mochi-female-8,Maltese,Available,"Mochi — Maltese Puppy | Female, 20 weeks | Potty Registered Puppies",Mochi,260,YES,https://www.pottyregisteredpuppies.com/puppies/mochi-female-8,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
milo-male-10,https://www.pottyregisteredpuppies.com/puppies/milo-male-10,milo-male-10,Poodle,Available,"Milo — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Milo,258,YES,https://www.pottyregisteredpuppies.com/puppies/milo-male-10,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
aspen-male-5,https://www.pottyregisteredpuppies.com/puppies/aspen-male-5,aspen-male-5,Pomeranian,Available,"Aspen — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Aspen,259,YES,https://www.pottyregisteredpuppies.com/puppies/aspen-male-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
sienna-female-7,https://www.pottyregisteredpuppies.com/puppies/sienna-female-7,sienna-female-7,Poodle,Available,"Sienna — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Sienna,268,YES,https://www.pottyregisteredpuppies.com/puppies/sienna-female-7,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
leo-male-3,https://www.pottyregisteredpuppies.com/puppies/leo-male-3,leo-male-3,Poodle,Available,"Leo — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Leo,256,YES,https://www.pottyregisteredpuppies.com/puppies/leo-male-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
amber-female-4,https://www.pottyregisteredpuppies.com/puppies/amber-female-4,amber-female-4,Poodle,Available,"Amber — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Amber,264,YES,https://www.pottyregisteredpuppies.com/puppies/amber-female-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
taffy-female-1,https://www.pottyregisteredpuppies.com/puppies/taffy-female-1,taffy-female-1,Coton De Tulear,Available,"Taffy — Coton De Tulear Puppy | Female, 12 weeks | Potty Registered Puppies",Taffy,267,YES,https://www.pottyregisteredpuppies.com/puppies/taffy-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
nana-female-1,https://www.pottyregisteredpuppies.com/puppies/nana-female-1,nana-female-1,Pomsky,Available,"Nana — Pomsky Puppy | Female, 12 weeks | Potty Registered Puppies",Nana,262,YES,https://www.pottyregisteredpuppies.com/puppies/nana-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
valentina-female-4,https://www.pottyregisteredpuppies.com/puppies/valentina-female-4,valentina-female-4,Maltese,Available,"Valentina — Maltese Puppy | Female, 20 weeks | Potty Registered Puppies",Valentina,268,YES,https://www.pottyregisteredpuppies.com/puppies/valentina-female-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
yorkies,https://www.pottyregisteredpuppies.com/puppies/yorkies,yorkies,Yorkie,Available,"- — Yorkie Puppy | Female, 12 weeks | Potty Registered Puppies",-,263,YES,https://www.pottyregisteredpuppies.com/puppies/yorkies,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
som-female,https://www.pottyregisteredpuppies.com/puppies/som-female,som-female,Pomeranian,Available,"Som — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Som,257,YES,https://www.pottyregisteredpuppies.com/puppies/som-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
osita-female,https://www.pottyregisteredpuppies.com/puppies/osita-female,osita-female,Pomeranian,Available,"Osita — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Osita,266,YES,https://www.pottyregisteredpuppies.com/puppies/osita-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
amber-female-3,https://www.pottyregisteredpuppies.com/puppies/amber-female-3,amber-female-3,Poodle,Available,"Amber — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Amber,262,YES,https://www.pottyregisteredpuppies.com/puppies/amber-female-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
jessie-female-1,https://www.pottyregisteredpuppies.com/puppies/jessie-female-1,jessie-female-1,Maltipoo,Available,"Jessie — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Jessie,269,YES,https://www.pottyregisteredpuppies.com/puppies/jessie-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
mochi-female-7,https://www.pottyregisteredpuppies.com/puppies/mochi-female-7,mochi-female-7,Poodle,Available,"Mochi — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Mochi,270,YES,https://www.pottyregisteredpuppies.com/puppies/mochi-female-7,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
sienna-female-6,https://www.pottyregisteredpuppies.com/puppies/sienna-female-6,sienna-female-6,Poodle,Available,"Sienna — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Sienna,264,YES,https://www.pottyregisteredpuppies.com/puppies/sienna-female-6,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
arlo-male-3,https://www.pottyregisteredpuppies.com/puppies/arlo-male-3,arlo-male-3,Poodle,Available,"Arlo — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Arlo,258,YES,https://www.pottyregisteredpuppies.com/puppies/arlo-male-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
nugget-male-3,https://www.pottyregisteredpuppies.com/puppies/nugget-male-3,nugget-male-3,Poodle,Available,"Nugget — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Nugget,266,YES,https://www.pottyregisteredpuppies.com/puppies/nugget-male-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
kofi-male-4,https://www.pottyregisteredpuppies.com/puppies/kofi-male-4,kofi-male-4,Yorkie,Available,"Kofi — Yorkie Puppy | Male, 12 weeks | Potty Registered Puppies",Kofi,267,YES,https://www.pottyregisteredpuppies.com/puppies/kofi-male-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
austin-male-3,https://www.pottyregisteredpuppies.com/puppies/austin-male-3,austin-male-3,Maltipoo,Available,"Austin — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Austin,267,YES,https://www.pottyregisteredpuppies.com/puppies/austin-male-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
bagel-male-3,https://www.pottyregisteredpuppies.com/puppies/bagel-male-3,bagel-male-3,Maltipoo,Available,"Bagel — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Bagel,265,YES,https://www.pottyregisteredpuppies.com/puppies/bagel-male-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
jessica-female-10,https://www.pottyregisteredpuppies.com/puppies/jessica-female-10,jessica-female-10,Maltipoo,Available,"Jessica — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Jessica,271,YES,https://www.pottyregisteredpuppies.com/puppies/jessica-female-10,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
gisele-female-1,https://www.pottyregisteredpuppies.com/puppies/gisele-female-1,gisele-female-1,Pomeranian,Available,"Gisele — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Gisele,268,YES,https://www.pottyregisteredpuppies.com/puppies/gisele-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
sienna-female-5,https://www.pottyregisteredpuppies.com/puppies/sienna-female-5,sienna-female-5,Poodle,Available,"Sienna — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Sienna,264,YES,https://www.pottyregisteredpuppies.com/puppies/sienna-female-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
agatha-female-4,https://www.pottyregisteredpuppies.com/puppies/agatha-female-4,agatha-female-4,Poodle,Available,"Agatha — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Agatha,268,YES,https://www.pottyregisteredpuppies.com/puppies/agatha-female-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
gigi-female-7,https://www.pottyregisteredpuppies.com/puppies/gigi-female-7,gigi-female-7,Maltipoo,Available,"Gigi — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Gigi,265,YES,https://www.pottyregisteredpuppies.com/puppies/gigi-female-7,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
gucci-male,https://www.pottyregisteredpuppies.com/puppies/gucci-male,gucci-male,Morkie,Available,"Gucci — Morkie Puppy | Male, 24 weeks | Potty Registered Puppies",Gucci,264,YES,https://www.pottyregisteredpuppies.com/puppies/gucci-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
cher-female,https://www.pottyregisteredpuppies.com/puppies/cher-female,cher-female,Pomeranian,Available,"Cher — Pomeranian Puppy | Female, 28 weeks | Potty Registered Puppies",Cher,259,YES,https://www.pottyregisteredpuppies.com/puppies/cher-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
nova-female-3,https://www.pottyregisteredpuppies.com/puppies/nova-female-3,nova-female-3,Dachshund,Available,"Nova — Dachshund Puppy | Female, 20 weeks | Potty Registered Puppies",Nova,261,YES,https://www.pottyregisteredpuppies.com/puppies/nova-female-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
velvet-female-5,https://www.pottyregisteredpuppies.com/puppies/velvet-female-5,velvet-female-5,Poodle,Available,"Velvet — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Velvet,264,YES,https://www.pottyregisteredpuppies.com/puppies/velvet-female-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
biscuit-male-3,https://www.pottyregisteredpuppies.com/puppies/biscuit-male-3,biscuit-male-3,Maltipoo,Available,"Biscuit — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Biscuit,269,YES,https://www.pottyregisteredpuppies.com/puppies/biscuit-male-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
myles-male-5,https://www.pottyregisteredpuppies.com/puppies/myles-male-5,myles-male-5,Maltipoo,Available,"Myles — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Myles,265,YES,https://www.pottyregisteredpuppies.com/puppies/myles-male-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
celine-female-2,https://www.pottyregisteredpuppies.com/puppies/celine-female-2,celine-female-2,Morkie,Available,"Celine — Morkie Puppy | Female, 12 weeks | Potty Registered Puppies",Celine,268,YES,https://www.pottyregisteredpuppies.com/puppies/celine-female-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
valentina-female-3,https://www.pottyregisteredpuppies.com/puppies/valentina-female-3,valentina-female-3,Maltese,Available,"Valentina — Maltese Puppy | Female, 12 weeks | Potty Registered Puppies",Valentina,268,YES,https://www.pottyregisteredpuppies.com/puppies/valentina-female-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
lucky-male-2,https://www.pottyregisteredpuppies.com/puppies/lucky-male-2,lucky-male-2,Pomsky,Available,"Lucky — Pomsky Puppy | Male, 12 weeks | Potty Registered Puppies",Lucky,262,YES,https://www.pottyregisteredpuppies.com/puppies/lucky-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
sienna-female-4,https://www.pottyregisteredpuppies.com/puppies/sienna-female-4,sienna-female-4,Poodle,Available,"Sienna — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Sienna,268,YES,https://www.pottyregisteredpuppies.com/puppies/sienna-female-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
cooper-male-2,https://www.pottyregisteredpuppies.com/puppies/cooper-male-2,cooper-male-2,Maltipoo,Available,"Cooper — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Cooper,265,YES,https://www.pottyregisteredpuppies.com/puppies/cooper-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
hyde-male,https://www.pottyregisteredpuppies.com/puppies/hyde-male,hyde-male,Pomeranian,Available,"Hyde — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Hyde,262,YES,https://www.pottyregisteredpuppies.com/puppies/hyde-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
jessie-female,https://www.pottyregisteredpuppies.com/puppies/jessie-female,jessie-female,Maltipoo,Available,"Jessie — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Jessie,269,YES,https://www.pottyregisteredpuppies.com/puppies/jessie-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
melna-female,https://www.pottyregisteredpuppies.com/puppies/melna-female,melna-female,Poodle,Available,"Melina — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Melina,264,YES,https://www.pottyregisteredpuppies.com/puppies/melna-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
amber-female-2,https://www.pottyregisteredpuppies.com/puppies/amber-female-2,amber-female-2,Poodle,Available,"Amber — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Amber,266,YES,https://www.pottyregisteredpuppies.com/puppies/amber-female-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
aria-female,https://www.pottyregisteredpuppies.com/puppies/aria-female,aria-female,Pomeranian,Available,"Aria — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Aria,264,YES,https://www.pottyregisteredpuppies.com/puppies/aria-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
rose-female-2,https://www.pottyregisteredpuppies.com/puppies/rose-female-2,rose-female-2,Poodle,Available,"Rose — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Rose,262,YES,https://www.pottyregisteredpuppies.com/puppies/rose-female-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
honey-female,https://www.pottyregisteredpuppies.com/puppies/honey-female,honey-female,Pomeranian,Available,"Honey — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Honey,262,YES,https://www.pottyregisteredpuppies.com/puppies/honey-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
beau-male-2,https://www.pottyregisteredpuppies.com/puppies/beau-male-2,beau-male-2,Poodle,Available,"Beau — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Beau,260,YES,https://www.pottyregisteredpuppies.com/puppies/beau-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
marco-male-3,https://www.pottyregisteredpuppies.com/puppies/marco-male-3,marco-male-3,Maltipoo,Available,"Marco — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Marco,265,YES,https://www.pottyregisteredpuppies.com/puppies/marco-male-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
roxy-female-6,https://www.pottyregisteredpuppies.com/puppies/roxy-female-6,roxy-female-6,Pomsky,Available,"Roxy — Pomsky Puppy | Female, 12 weeks | Potty Registered Puppies",Roxy,268,YES,https://www.pottyregisteredpuppies.com/puppies/roxy-female-6,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
arlo-male-2,https://www.pottyregisteredpuppies.com/puppies/arlo-male-2,arlo-male-2,Poodle,Available,"Arlo — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Arlo,258,YES,https://www.pottyregisteredpuppies.com/puppies/arlo-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
berry-female-2,https://www.pottyregisteredpuppies.com/puppies/berry-female-2,berry-female-2,Poodle,Available,"Berry — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Berry,262,YES,https://www.pottyregisteredpuppies.com/puppies/berry-female-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
pippa-female,https://www.pottyregisteredpuppies.com/puppies/pippa-female,pippa-female,Dachshund,Available,"Pippa — Dachshund Puppy | Female, 12 weeks | Potty Registered Puppies",Pippa,263,YES,https://www.pottyregisteredpuppies.com/puppies/pippa-female,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
bagel-male-2,https://www.pottyregisteredpuppies.com/puppies/bagel-male-2,bagel-male-2,Maltipoo,Available,"Bagel — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Bagel,265,YES,https://www.pottyregisteredpuppies.com/puppies/bagel-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
chloe-female-8,https://www.pottyregisteredpuppies.com/puppies/chloe-female-8,chloe-female-8,Maltipoo,Available,"Chloe — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Chloe,267,YES,https://www.pottyregisteredpuppies.com/puppies/chloe-female-8,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
brownie-male,https://www.pottyregisteredpuppies.com/puppies/brownie-male,brownie-male,Pomeranian,Available,"Brownie — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Brownie,271,YES,https://www.pottyregisteredpuppies.com/puppies/brownie-male,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
diana-female-5,https://www.pottyregisteredpuppies.com/puppies/diana-female-5,diana-female-5,Pomeranian,Available,"Diana — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Diana,261,YES,https://www.pottyregisteredpuppies.com/puppies/diana-female-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
oscar-male-5,https://www.pottyregisteredpuppies.com/puppies/oscar-male-5,oscar-male-5,Pomsky,Available,"Oscar — Pomsky Puppy | Male, 12 weeks | Potty Registered Puppies",Oscar,270,YES,https://www.pottyregisteredpuppies.com/puppies/oscar-male-5,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
vivi-female-1,https://www.pottyregisteredpuppies.com/puppies/vivi-female-1,vivi-female-1,Maltipoo,Available,"Vivi — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Vivi,265,YES,https://www.pottyregisteredpuppies.com/puppies/vivi-female-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
grace-female-3,https://www.pottyregisteredpuppies.com/puppies/grace-female-3,grace-female-3,Maltese,Available,"Grace — Maltese Puppy | Female, 20 weeks | Potty Registered Puppies",Grace,260,YES,https://www.pottyregisteredpuppies.com/puppies/grace-female-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
nugget-male-2,https://www.pottyregisteredpuppies.com/puppies/nugget-male-2,nugget-male-2,Poodle,Available,"Nugget — Poodle Puppy | Male, 12 weeks | Potty Registered Puppies",Nugget,262,YES,https://www.pottyregisteredpuppies.com/puppies/nugget-male-2,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
theo-male-3,https://www.pottyregisteredpuppies.com/puppies/theo-male-3,theo-male-3,Pomeranian,Available,"Theo — Pomeranian Puppy | Male, 12 weeks | Potty Registered Puppies",Theo,257,YES,https://www.pottyregisteredpuppies.com/puppies/theo-male-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
panda-male-1,https://www.pottyregisteredpuppies.com/puppies/panda-male-1,panda-male-1,Maltitzu,Available,"Panda — Maltitzu Puppy | Male, 24 weeks | Potty Registered Puppies",Panda,264,YES,https://www.pottyregisteredpuppies.com/puppies/panda-male-1,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
esme-female-3,https://www.pottyregisteredpuppies.com/puppies/esme-female-3,esme-female-3,Maltipoo,Available,"Esme — Maltipoo Puppy | Female, 12 weeks | Potty Registered Puppies",Esme,265,YES,https://www.pottyregisteredpuppies.com/puppies/esme-female-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
ewan-male-6,https://www.pottyregisteredpuppies.com/puppies/ewan-male-6,ewan-male-6,Maltipoo,Available,"Ewan — Maltipoo Puppy | Male, 12 weeks | Potty Registered Puppies",Ewan,263,YES,https://www.pottyregisteredpuppies.com/puppies/ewan-male-6,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
sienna-female-3,https://www.pottyregisteredpuppies.com/puppies/sienna-female-3,sienna-female-3,Poodle,Available,"Sienna — Poodle Puppy | Female, 12 weeks | Potty Registered Puppies",Sienna,264,YES,https://www.pottyregisteredpuppies.com/puppies/sienna-female-3,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
puffin-female-4,https://www.pottyregisteredpuppies.com/puppies/puffin-female-4,puffin-female-4,Pomeranian,Available,"Puffin — Pomeranian Puppy | Female, 12 weeks | Potty Registered Puppies",Puffin,263,YES,https://www.pottyregisteredpuppies.com/puppies/puffin-female-4,YES,YES,2,VALID,VALID,YES,VALID,YES,BreadcrumbList + Product,NO,NO,STRONG_INDEXABLE
