url,http_status,final_url,redirect_chain,robots_directive,canonical,canonical_count,title,meta_description,h1,content_available,incoming_internal_links,internal_outgoing_links,schema,sitemap_membership,crawl_depth,indexability
/puppies/biscuit-male-3,200,https://www.pottyregisteredpuppies.com/puppies/biscuit-male-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/biscuit-male-3,1,Biscuit — Maltipoo Puppy | biscuit-male-3 | Potty Registered Puppies,"Meet Biscuit, a PARTI Maltipoo puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: biscuit-male-3.",Biscuit,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/bomi-male,200,https://www.pottyregisteredpuppies.com/puppies/bomi-male,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/bomi-male,1,Bomi — Coton De Tulear Puppy | bomi-male | Potty Registered Puppies,"Meet Bomi, a WHITE Coton De Tulear puppy available to enquire about. 20 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: bomi-male.",Bomi,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/boo-male-3,200,https://www.pottyregisteredpuppies.com/puppies/boo-male-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/boo-male-3,1,Boo — Pomeranian Puppy | boo-male-3 | Potty Registered Puppies,"Meet Boo, a WHITE Pomeranian puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: boo-male-3.",Boo,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/boomer-male,200,https://www.pottyregisteredpuppies.com/puppies/boomer-male,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/boomer-male,1,Boomer — Maltipoo Puppy | boomer-male | Potty Registered Puppies,"Meet Boomer, a RED Maltipoo puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: boomer-male.",Boomer,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/boomer-male-1,200,https://www.pottyregisteredpuppies.com/puppies/boomer-male-1,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/boomer-male-1,1,Boomer — Maltipoo Puppy | boomer-male-1 | Potty Registered Puppies,"Meet Boomer, a RED PARTI Maltipoo puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: boomer-male-1.",Boomer,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/brownie-male,200,https://www.pottyregisteredpuppies.com/puppies/brownie-male,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/brownie-male,1,Brownie — Pomeranian Puppy | brownie-male | Potty Registered Puppies,"Meet Brownie, a CHOCOLATE TAN Pomeranian puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: brownie-male.",Brownie,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/butters-female,200,https://www.pottyregisteredpuppies.com/puppies/butters-female,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/butters-female,1,Butters — Pomeranian Puppy | butters-female | Potty Registered Puppies,"Meet Butters, a CREAM SABLE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: butters-female.",Butters,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/butters-male-1,200,https://www.pottyregisteredpuppies.com/puppies/butters-male-1,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/butters-male-1,1,Butters — Pomeranian Puppy | butters-male-1 | Potty Registered Puppies,"Meet Butters, a CREAM Pomeranian puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: butters-male-1.",Butters,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/camille-female-3,200,https://www.pottyregisteredpuppies.com/puppies/camille-female-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/camille-female-3,1,Camille — Maltipoo Puppy | camille-female-3 | Potty Registered Puppies,"Meet Camille, a RED Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: camille-female-3.",Camille,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/celine-female-1,200,https://www.pottyregisteredpuppies.com/puppies/celine-female-1,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/celine-female-1,1,Celine — Maltipoo Puppy | celine-female-1 | Potty Registered Puppies,"Meet Celine, a MERLE Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: celine-female-1.",Celine,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/celine-female-2,200,https://www.pottyregisteredpuppies.com/puppies/celine-female-2,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/celine-female-2,1,Celine — Morkie Puppy | celine-female-2 | Potty Registered Puppies,"Meet Celine, a PARTI Morkie puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: celine-female-2.",Celine,YES,3,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/chanel-female-2,200,https://www.pottyregisteredpuppies.com/puppies/chanel-female-2,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/chanel-female-2,1,Chanel — Maltipoo Puppy | chanel-female-2 | Potty Registered Puppies,"Meet Chanel, a PARTI Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: chanel-female-2.",Chanel,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/chanel-female-3,200,https://www.pottyregisteredpuppies.com/puppies/chanel-female-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/chanel-female-3,1,Chanel — Yorkie Puppy | chanel-female-3 | Potty Registered Puppies,"Meet Chanel, a STEEL BLUE Yorkie puppy available to enquire about. 20 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: chanel-female-3.",Chanel,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/charlotte-female,200,https://www.pottyregisteredpuppies.com/puppies/charlotte-female,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/charlotte-female,1,Charlotte — Cavalier King Charles Spaniel Puppy | charlotte-female | Potty Registered Puppies,"Meet Charlotte, a BLENHEIM Cavalier King Charles Spaniel puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: charlotte-female.",Charlotte,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/chase-male,200,https://www.pottyregisteredpuppies.com/puppies/chase-male,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/chase-male,1,Chase — Doodle Puppy | chase-male | Potty Registered Puppies,"Meet Chase, a BLUE MERLE Doodle puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: chase-male.",Chase,YES,2,21,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/cher-female,200,https://www.pottyregisteredpuppies.com/puppies/cher-female,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/cher-female,1,Cher — Pomeranian Puppy | cher-female | Potty Registered Puppies,"Meet Cher, a WHITE Pomeranian puppy available to enquire about. 28 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: cher-female.",Cher,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/chico-male,200,https://www.pottyregisteredpuppies.com/puppies/chico-male,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/chico-male,1,Chico — Coton De Tulear Puppy | chico-male | Potty Registered Puppies,"Meet Chico, a WHITE Coton De Tulear puppy available to enquire about. 16 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: chico-male.",Chico,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/chloe-female-3,200,https://www.pottyregisteredpuppies.com/puppies/chloe-female-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/chloe-female-3,1,Chloe — Maltipoo Puppy | chloe-female-3 | Potty Registered Puppies,"Meet Chloe, a PARTI Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: chloe-female-3.",Chloe,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/chloe-female-4,200,https://www.pottyregisteredpuppies.com/puppies/chloe-female-4,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/chloe-female-4,1,Chloe — Maltipoo Puppy | chloe-female-4 | Potty Registered Puppies,"Meet Chloe, a PARTI Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: chloe-female-4.",Chloe,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/chloe-female-5,200,https://www.pottyregisteredpuppies.com/puppies/chloe-female-5,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/chloe-female-5,1,Chloe — Maltipoo Puppy | chloe-female-5 | Potty Registered Puppies,"Meet Chloe, a PARTI Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: chloe-female-5.",Chloe,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/chloe-female-6,200,https://www.pottyregisteredpuppies.com/puppies/chloe-female-6,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/chloe-female-6,1,Chloe — Maltipoo Puppy | chloe-female-6 | Potty Registered Puppies,"Meet Chloe, a CREAM PARTI Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: chloe-female-6.",Chloe,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/chloe-female-8,200,https://www.pottyregisteredpuppies.com/puppies/chloe-female-8,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/chloe-female-8,1,Chloe — Maltipoo Puppy | chloe-female-8 | Potty Registered Puppies,"Meet Chloe, a PARTI Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: chloe-female-8.",Chloe,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/cinnamon-female-3,200,https://www.pottyregisteredpuppies.com/puppies/cinnamon-female-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/cinnamon-female-3,1,Cinnamon — Poodle Puppy | cinnamon-female-3 | Potty Registered Puppies,"Meet Cinnamon, a RED Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: cinnamon-female-3.",Cinnamon,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/cinnamon-female-4,200,https://www.pottyregisteredpuppies.com/puppies/cinnamon-female-4,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/cinnamon-female-4,1,Cinnamon — Poodle Puppy | cinnamon-female-4 | Potty Registered Puppies,"Meet Cinnamon, a RED Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: cinnamon-female-4.",Cinnamon,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/cloud-female-1,200,https://www.pottyregisteredpuppies.com/puppies/cloud-female-1,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/cloud-female-1,1,Cloud — Pomeranian Puppy | cloud-female-1 | Potty Registered Puppies,"Meet Cloud, a WHITE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: cloud-female-1.",Cloud,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/cloud-female-2,200,https://www.pottyregisteredpuppies.com/puppies/cloud-female-2,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/cloud-female-2,1,Cloud — Pomeranian Puppy | cloud-female-2 | Potty Registered Puppies,"Meet Cloud, a PURE CREAM Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: cloud-female-2.",Cloud,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/coco-female-6,200,https://www.pottyregisteredpuppies.com/puppies/coco-female-6,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/coco-female-6,1,Coco — Poodle Puppy | coco-female-6 | Potty Registered Puppies,"Meet Coco, a BLUE MERLE Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: coco-female-6.",Coco,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/coco-female-7,200,https://www.pottyregisteredpuppies.com/puppies/coco-female-7,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/coco-female-7,1,Coco — Pomeranian Puppy | coco-female-7 | Potty Registered Puppies,"Meet Coco, a WHITE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: coco-female-7.",Coco,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/coco-female-8,200,https://www.pottyregisteredpuppies.com/puppies/coco-female-8,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/coco-female-8,1,Coco — Pomsky Puppy | coco-female-8 | Potty Registered Puppies,"Meet Coco, a BLACK&amp;WHITE Pomsky puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: coco-female-8.",Coco,YES,4,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/coco-female-9,200,https://www.pottyregisteredpuppies.com/puppies/coco-female-9,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/coco-female-9,1,Coco — Poodle Puppy | coco-female-9 | Potty Registered Puppies,"Meet Coco, a BLUE MERLE Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: coco-female-9.",Coco,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/coco-female-reserved-by-rt,200,https://www.pottyregisteredpuppies.com/puppies/coco-female-reserved-by-rt,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/coco-female-reserved-by-rt,1,Coco — Maltipoo Puppy | coco-female-reserved-by-rt | Potty Registered Puppies,"Meet Coco, a PARTI Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: coco-female-reserved-by-rt.",Coco,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/colette-female,200,https://www.pottyregisteredpuppies.com/puppies/colette-female,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/colette-female,1,Colette — Coton De Tulear Puppy | colette-female | Potty Registered Puppies,"Meet Colette, a PARTI Coton De Tulear puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: colette-female.",Colette,YES,5,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/cooper-male-2,200,https://www.pottyregisteredpuppies.com/puppies/cooper-male-2,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/cooper-male-2,1,Cooper — Maltipoo Puppy | cooper-male-2 | Potty Registered Puppies,"Meet Cooper, a RED Maltipoo puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: cooper-male-2.",Cooper,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/daphne-female-3,200,https://www.pottyregisteredpuppies.com/puppies/daphne-female-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/daphne-female-3,1,Daphne — Poodle Puppy | daphne-female-3 | Potty Registered Puppies,"Meet Daphne, a RED Poodle puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: daphne-female-3.",Daphne,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/decter-male,200,https://www.pottyregisteredpuppies.com/puppies/decter-male,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/decter-male,1,Dexter — Doodle Puppy | decter-male | Potty Registered Puppies,"Meet Dexter, a MERLE Doodle puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: decter-male.",Dexter,YES,5,21,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/diana-female-1,200,https://www.pottyregisteredpuppies.com/puppies/diana-female-1,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/diana-female-1,1,Diana — Pomeranian Puppy | diana-female-1 | Potty Registered Puppies,"Meet Diana, a CHOCOLATE MERLE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: diana-female-1.",Diana,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/diana-female-10,200,https://www.pottyregisteredpuppies.com/puppies/diana-female-10,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/diana-female-10,1,Diana — Pomeranian Puppy | diana-female-10 | Potty Registered Puppies,"Meet Diana, a WHITE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: diana-female-10.",Diana,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,1,INDEXABLE
/puppies/diana-female-2,200,https://www.pottyregisteredpuppies.com/puppies/diana-female-2,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/diana-female-2,1,Diana — Pomeranian Puppy | diana-female-2 | Potty Registered Puppies,"Meet Diana, a BLUE MERLE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: diana-female-2.",Diana,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/diana-female-3,200,https://www.pottyregisteredpuppies.com/puppies/diana-female-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/diana-female-3,1,Diana — Pomeranian Puppy | diana-female-3 | Potty Registered Puppies,"Meet Diana, a WHITE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: diana-female-3.",Diana,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/diana-female-4,200,https://www.pottyregisteredpuppies.com/puppies/diana-female-4,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/diana-female-4,1,Diana — Pomeranian Puppy | diana-female-4 | Potty Registered Puppies,"Meet Diana, a PARTI Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: diana-female-4.",Diana,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/diana-female-5,200,https://www.pottyregisteredpuppies.com/puppies/diana-female-5,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/diana-female-5,1,Diana — Pomeranian Puppy | diana-female-5 | Potty Registered Puppies,"Meet Diana, a WHITE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: diana-female-5.",Diana,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/diana-female-6,200,https://www.pottyregisteredpuppies.com/puppies/diana-female-6,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/diana-female-6,1,Diana — Pomeranian Puppy | diana-female-6 | Potty Registered Puppies,"Meet Diana, a WHITE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: diana-female-6.",Diana,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/diana-female-7,200,https://www.pottyregisteredpuppies.com/puppies/diana-female-7,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/diana-female-7,1,Diana — Pomeranian Puppy | diana-female-7 | Potty Registered Puppies,"Meet Diana, a MERLE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: diana-female-7.",Diana,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/diana-female-8,200,https://www.pottyregisteredpuppies.com/puppies/diana-female-8,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/diana-female-8,1,Diana — Pomeranian Puppy | diana-female-8 | Potty Registered Puppies,"Meet Diana, a MERLE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: diana-female-8.",Diana,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/diana-female-9,200,https://www.pottyregisteredpuppies.com/puppies/diana-female-9,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/diana-female-9,1,Diana — Pomeranian Puppy | diana-female-9 | Potty Registered Puppies,"Meet Diana, a BLUE MERLE Pomeranian puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: diana-female-9.",Diana,YES,4,20,Organization|WebSite|BreadcrumbList|Product,YES,1,INDEXABLE
/puppies/dior-female,200,https://www.pottyregisteredpuppies.com/puppies/dior-female,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/dior-female,1,Dior — Maltipoo Puppy | dior-female | Potty Registered Puppies,"Meet Dior, a MERLE Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: dior-female.",Dior,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/dolly-female-2,200,https://www.pottyregisteredpuppies.com/puppies/dolly-female-2,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/dolly-female-2,1,Ziggy — Poodle Puppy | dolly-female-2 | Potty Registered Puppies,"Meet Ziggy, a RED Poodle puppy available to enquire about. 16 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: dolly-female-2.",Ziggy,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/dolores-female-2,200,https://www.pottyregisteredpuppies.com/puppies/dolores-female-2,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/dolores-female-2,1,Dolores — Maltipoo Puppy | dolores-female-2 | Potty Registered Puppies,"Meet Dolores, a APRICOT Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: dolores-female-2.",Dolores,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/dolores-female-3,200,https://www.pottyregisteredpuppies.com/puppies/dolores-female-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/dolores-female-3,1,Lucy — Maltipoo Puppy | dolores-female-3 | Potty Registered Puppies,"Meet Lucy, a RED Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: dolores-female-3.",Lucy,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/dolores-female-purchased-by-melbourne-copy,200,https://www.pottyregisteredpuppies.com/puppies/dolores-female-purchased-by-melbourne-copy,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/dolores-female-purchased-by-melbourne-copy,1,Coco — Maltipoo Puppy | dolores-female-purchased-by-melbourne-copy | Potty Registered Puppies,"Meet Coco, a CREAM Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: dolores-female-purchased-by-melbourne-copy.",Coco,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/doraemon-male-1,200,https://www.pottyregisteredpuppies.com/puppies/doraemon-male-1,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/doraemon-male-1,1,Doraemon — Maltipom Puppy | doraemon-male-1 | Potty Registered Puppies,"Meet Doraemon, a BLACK TAN Maltipom puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: doraemon-male-1.",Doraemon,YES,3,21,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/dustin-male-1,200,https://www.pottyregisteredpuppies.com/puppies/dustin-male-1,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/dustin-male-1,1,Dustin — Bichon Frise Puppy | dustin-male-1 | Potty Registered Puppies,"Meet Dustin, a WHITE Bichon Frise puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: dustin-male-1.",Dustin,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/emma-female-2,200,https://www.pottyregisteredpuppies.com/puppies/emma-female-2,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/emma-female-2,1,Zoey — Yorkie Puppy | emma-female-2 | Potty Registered Puppies,"Meet Zoey, a STEEL BLUE Yorkie puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: emma-female-2.",Zoey,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/emma-female-3,200,https://www.pottyregisteredpuppies.com/puppies/emma-female-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/emma-female-3,1,Emma — Yorkie Puppy | emma-female-3 | Potty Registered Puppies,"Meet Emma, a STEEL BLUE Yorkie puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: emma-female-3.",Emma,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/enzo-male,200,https://www.pottyregisteredpuppies.com/puppies/enzo-male,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/enzo-male,1,Enzo — Coton De Tulear Puppy | enzo-male | Potty Registered Puppies,"Meet Enzo, a WHITE Coton De Tulear puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: enzo-male.",Enzo,YES,3,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/esme-female-2,200,https://www.pottyregisteredpuppies.com/puppies/esme-female-2,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/esme-female-2,1,Esme — Maltipoo Puppy | esme-female-2 | Potty Registered Puppies,"Meet Esme, a PARTI Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: esme-female-2.",Esme,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/esme-female-3,200,https://www.pottyregisteredpuppies.com/puppies/esme-female-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/esme-female-3,1,Esme — Maltipoo Puppy | esme-female-3 | Potty Registered Puppies,"Meet Esme, a PARTI Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: esme-female-3.",Esme,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/esme-female-purchased-by-kim-copy,200,https://www.pottyregisteredpuppies.com/puppies/esme-female-purchased-by-kim-copy,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/esme-female-purchased-by-kim-copy,1,Esme — Maltipoo Puppy | esme-female-purchased-by-kim-copy | Potty Registered Puppies,"Meet Esme, a PARTI Maltipoo puppy available to enquire about. 12 weeks old, female. Enquire with Potty Registered Puppies. Listing reference: esme-female-purchased-by-kim-copy.",Esme,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
/puppies/ewan-male-3,200,https://www.pottyregisteredpuppies.com/puppies/ewan-male-3,,"default index,follow",https://www.pottyregisteredpuppies.com/puppies/ewan-male-3,1,Ewan — Maltipoo Puppy | ewan-male-3 | Potty Registered Puppies,"Meet Ewan, a CREAM Maltipoo puppy available to enquire about. 12 weeks old, male. Enquire with Potty Registered Puppies. Listing reference: ewan-male-3.",Ewan,YES,2,20,Organization|WebSite|BreadcrumbList|Product,YES,2,INDEXABLE
