source_url,source_type,breed,guide_url,guide_category,reason,contextual_relevance
/puppies/mochi-female-9,PUPPY,Maltese,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/mochi-female-9,PUPPY,Maltese,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/mochi-female-9,PUPPY,Maltese,/guides/puppy-training-basics,Training,building training habits with an older puppy,high
/puppies/amber-female-5,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/amber-female-5,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/amber-female-5,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/stella-female-7,PUPPY,Yorkie,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/stella-female-7,PUPPY,Yorkie,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/stella-female-7,PUPPY,Yorkie,/guides/puppy-training-basics,Training,building training habits with an older puppy,high
/puppies/myles-male-7,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/myles-male-7,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/myles-male-7,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/bailey-male-3,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/bailey-male-3,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/bailey-male-3,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/jack-male-1,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/jack-male-1,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/jack-male-1,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/austin-male-4,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/austin-male-4,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/austin-male-4,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/jessie-female-2,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/jessie-female-2,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/jessie-female-2,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/oscar-male-6,PUPPY,Pomsky,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/oscar-male-6,PUPPY,Pomsky,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/oscar-male-6,PUPPY,Pomsky,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/roxy-female-7,PUPPY,Pomsky,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/roxy-female-7,PUPPY,Pomsky,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/roxy-female-7,PUPPY,Pomsky,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/pommy-male-2,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/pommy-male-2,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/pommy-male-2,PUPPY,Pomeranian,/guides/puppy-training-basics,Training,building training habits with an older puppy,high
/puppies/myles-male-6,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/myles-male-6,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/myles-male-6,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/jennie-female-4,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/jennie-female-4,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/jennie-female-4,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/enzo-male,PUPPY,Coton De Tulear,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/enzo-male,PUPPY,Coton De Tulear,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/enzo-male,PUPPY,Coton De Tulear,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/teddy-male-4,PUPPY,Coton De Tulear,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/teddy-male-4,PUPPY,Coton De Tulear,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/teddy-male-4,PUPPY,Coton De Tulear,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/colette-female,PUPPY,Coton De Tulear,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/colette-female,PUPPY,Coton De Tulear,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/colette-female,PUPPY,Coton De Tulear,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/toby-male-9,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/toby-male-9,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/toby-male-9,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/hugo-male-4,PUPPY,Frenchie,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/hugo-male-4,PUPPY,Frenchie,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/hugo-male-4,PUPPY,Frenchie,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/jennie-female-3,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/jennie-female-3,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/jennie-female-3,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/lyra-female-8,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/lyra-female-8,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/lyra-female-8,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/melina-female-4,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/melina-female-4,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/melina-female-4,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/mochi-female-8,PUPPY,Maltese,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/mochi-female-8,PUPPY,Maltese,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/mochi-female-8,PUPPY,Maltese,/guides/puppy-training-basics,Training,building training habits with an older puppy,high
/puppies/milo-male-10,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/milo-male-10,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/milo-male-10,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/aspen-male-5,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/aspen-male-5,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/aspen-male-5,PUPPY,Pomeranian,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/sienna-female-7,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/sienna-female-7,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/sienna-female-7,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/leo-male-3,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/leo-male-3,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/leo-male-3,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/amber-female-4,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/amber-female-4,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/amber-female-4,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/taffy-female-1,PUPPY,Coton De Tulear,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/taffy-female-1,PUPPY,Coton De Tulear,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/taffy-female-1,PUPPY,Coton De Tulear,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/nana-female-1,PUPPY,Pomsky,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/nana-female-1,PUPPY,Pomsky,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/nana-female-1,PUPPY,Pomsky,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/valentina-female-4,PUPPY,Maltese,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/valentina-female-4,PUPPY,Maltese,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/valentina-female-4,PUPPY,Maltese,/guides/puppy-training-basics,Training,building training habits with an older puppy,high
/puppies/yorkies,PUPPY,Yorkie,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/yorkies,PUPPY,Yorkie,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/yorkies,PUPPY,Yorkie,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/som-female,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/som-female,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/som-female,PUPPY,Pomeranian,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/osita-female,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/osita-female,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/osita-female,PUPPY,Pomeranian,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/amber-female-3,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/amber-female-3,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/amber-female-3,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/jessie-female-1,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/jessie-female-1,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/jessie-female-1,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/mochi-female-7,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/mochi-female-7,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/mochi-female-7,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/sienna-female-6,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/sienna-female-6,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/sienna-female-6,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/arlo-male-3,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/arlo-male-3,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/arlo-male-3,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/nugget-male-3,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/nugget-male-3,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/nugget-male-3,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/kofi-male-4,PUPPY,Yorkie,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/kofi-male-4,PUPPY,Yorkie,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/kofi-male-4,PUPPY,Yorkie,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/austin-male-3,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/austin-male-3,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/austin-male-3,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/bagel-male-3,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/bagel-male-3,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/bagel-male-3,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/jessica-female-10,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/jessica-female-10,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/jessica-female-10,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/gisele-female-1,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/gisele-female-1,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/gisele-female-1,PUPPY,Pomeranian,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/sienna-female-5,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/sienna-female-5,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/sienna-female-5,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/agatha-female-4,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/agatha-female-4,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/agatha-female-4,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/gigi-female-7,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/gigi-female-7,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/gigi-female-7,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/gucci-male,PUPPY,Morkie,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/gucci-male,PUPPY,Morkie,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/gucci-male,PUPPY,Morkie,/guides/puppy-training-basics,Training,building training habits with an older puppy,high
/puppies/cher-female,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/cher-female,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/cher-female,PUPPY,Pomeranian,/guides/puppy-training-basics,Training,building training habits with an older puppy,high
/puppies/nova-female-3,PUPPY,Dachshund,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/nova-female-3,PUPPY,Dachshund,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/nova-female-3,PUPPY,Dachshund,/guides/puppy-training-basics,Training,building training habits with an older puppy,high
/puppies/velvet-female-5,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/velvet-female-5,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/velvet-female-5,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/biscuit-male-3,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/biscuit-male-3,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/biscuit-male-3,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/myles-male-5,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/myles-male-5,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/myles-male-5,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/celine-female-2,PUPPY,Morkie,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/celine-female-2,PUPPY,Morkie,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/celine-female-2,PUPPY,Morkie,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/valentina-female-3,PUPPY,Maltese,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/valentina-female-3,PUPPY,Maltese,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/valentina-female-3,PUPPY,Maltese,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/lucky-male-2,PUPPY,Pomsky,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/lucky-male-2,PUPPY,Pomsky,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/lucky-male-2,PUPPY,Pomsky,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/sienna-female-4,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/sienna-female-4,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/sienna-female-4,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/cooper-male-2,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/cooper-male-2,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/cooper-male-2,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/hyde-male,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/hyde-male,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/hyde-male,PUPPY,Pomeranian,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/jessie-female,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/jessie-female,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/jessie-female,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/melna-female,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/melna-female,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/melna-female,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/amber-female-2,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/amber-female-2,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/amber-female-2,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/aria-female,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/aria-female,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/aria-female,PUPPY,Pomeranian,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/rose-female-2,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/rose-female-2,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/rose-female-2,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/honey-female,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/honey-female,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/honey-female,PUPPY,Pomeranian,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/beau-male-2,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/beau-male-2,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/beau-male-2,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/marco-male-3,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/marco-male-3,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/marco-male-3,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/roxy-female-6,PUPPY,Pomsky,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/roxy-female-6,PUPPY,Pomsky,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/roxy-female-6,PUPPY,Pomsky,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/arlo-male-2,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/arlo-male-2,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/arlo-male-2,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/berry-female-2,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/berry-female-2,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/berry-female-2,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/pippa-female,PUPPY,Dachshund,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/pippa-female,PUPPY,Dachshund,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/pippa-female,PUPPY,Dachshund,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/bagel-male-2,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/bagel-male-2,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/bagel-male-2,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/chloe-female-8,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/chloe-female-8,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/chloe-female-8,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/brownie-male,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/brownie-male,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/brownie-male,PUPPY,Pomeranian,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/diana-female-5,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/diana-female-5,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/diana-female-5,PUPPY,Pomeranian,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/oscar-male-5,PUPPY,Pomsky,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/oscar-male-5,PUPPY,Pomsky,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/oscar-male-5,PUPPY,Pomsky,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/vivi-female-1,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/vivi-female-1,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/vivi-female-1,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/grace-female-3,PUPPY,Maltese,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/grace-female-3,PUPPY,Maltese,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/grace-female-3,PUPPY,Maltese,/guides/puppy-training-basics,Training,building training habits with an older puppy,high
/puppies/nugget-male-2,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/nugget-male-2,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/nugget-male-2,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/theo-male-3,PUPPY,Pomeranian,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/theo-male-3,PUPPY,Pomeranian,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/theo-male-3,PUPPY,Pomeranian,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/panda-male-1,PUPPY,Maltitzu,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/panda-male-1,PUPPY,Maltitzu,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/panda-male-1,PUPPY,Maltitzu,/guides/puppy-training-basics,Training,building training habits with an older puppy,high
/puppies/esme-female-3,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/esme-female-3,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/esme-female-3,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/ewan-male-6,PUPPY,Maltipoo,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/ewan-male-6,PUPPY,Maltipoo,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/ewan-male-6,PUPPY,Maltipoo,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
/puppies/sienna-female-3,PUPPY,Poodle,/guides/questions-to-ask,Guidance,questions to ask before viewing or committing,high
/puppies/sienna-female-3,PUPPY,Poodle,/guides/health-and-care,Health,early care and veterinary routines,high
/puppies/sienna-female-3,PUPPY,Poodle,/guides/preparing-for-a-puppy,Preparation,preparing for a young puppy joining the household,high
